Word1,Word2,SPPMI-SVD Cosine Similarity
appendectomy,appendectomy,0.0
appendectomy,bypass,0.0
appendectomy,tracheostomy,0.0
appendectomy,hysterectomy,0.0
appendectomy,dialysis,0.0
bypass,ventilation,0.0
bypass,pacemaker,0.0
bypass,lumbar,0.0
bypass,intubation,0.0
bypass,surgery,0.0
bypass,ultrasound,0.0
bypass,scan,0.0
bypass,puncture,0.0
bypass,appendectomy,0.0
bypass,bypass,0.0
bypass,tracheostomy,0.0
bypass,hysterectomy,0.0
bypass,dialysis,0.0
tracheostomy,ventilation,0.0
tracheostomy,pacemaker,0.0
tracheostomy,lumbar,0.0
tracheostomy,intubation,0.0
tracheostomy,surgery,0.0
tracheostomy,ultrasound,0.0
tracheostomy,scan,0.0
tracheostomy,puncture,0.0
tracheostomy,appendectomy,0.0
tracheostomy,bypass,0.0
tracheostomy,tracheostomy,0.0
tracheostomy,hysterectomy,0.0
tracheostomy,dialysis,0.0
hysterectomy,ventilation,0.0
hysterectomy,pacemaker,0.0
hysterectomy,lumbar,0.0
hysterectomy,intubation,0.0
hysterectomy,surgery,0.0
hysterectomy,ultrasound,0.0
hysterectomy,scan,0.0
hysterectomy,puncture,0.0
hysterectomy,appendectomy,0.0
hysterectomy,bypass,0.0
hysterectomy,tracheostomy,0.0
hysterectomy,hysterectomy,0.0
hysterectomy,dialysis,0.0
dialysis,ventilation,0.0
dialysis,pacemaker,0.0
dialysis,lumbar,0.0
dialysis,intubation,0.0
dialysis,surgery,0.0
dialysis,ultrasound,0.0
dialysis,scan,0.0
dialysis,puncture,0.0
dialysis,appendectomy,0.0
dialysis,bypass,0.0
dialysis,tracheostomy,0.0
dialysis,hysterectomy,0.0
dialysis,dialysis,0.0
liver,liver,0.0
liver,bilirubin,0.0
liver,electrolyte,0.0
liver,lipid,0.0
liver,blood,0.0
liver,lactic,0.0
liver,acid,0.0
liver,troponin,0.0
liver,kidney,0.0
liver,urinalysis,0.0
liver,function,0.0
liver,culture,0.0
liver,coagulation,0.0
liver,gas,0.0
liver,analysis,0.0
liver,complete,0.0
bilirubin,liver,0.0
bilirubin,bilirubin,0.0
bilirubin,electrolyte,0.0
bilirubin,lipid,0.0
bilirubin,blood,0.0
bilirubin,lactic,0.0
bilirubin,acid,0.0
bilirubin,troponin,0.0
bilirubin,kidney,0.0
bilirubin,urinalysis,0.0
bilirubin,function,0.0
bilirubin,culture,0.0
bilirubin,coagulation,0.0
bilirubin,gas,0.0
bilirubin,analysis,0.0
bilirubin,complete,0.0
electrolyte,liver,0.0
electrolyte,bilirubin,0.0
electrolyte,electrolyte,0.0
electrolyte,lipid,0.0
electrolyte,blood,0.0
electrolyte,lactic,0.0
electrolyte,acid,0.0
electrolyte,troponin,0.0
electrolyte,kidney,0.0
electrolyte,urinalysis,0.0
electrolyte,function,0.0
electrolyte,culture,0.0
electrolyte,coagulation,0.0
electrolyte,gas,0.0
electrolyte,analysis,0.0
electrolyte,complete,0.0
lipid,liver,0.0
lipid,bilirubin,0.0
lipid,electrolyte,0.0
lipid,lipid,0.0
lipid,blood,0.0
lipid,lactic,0.0
lipid,acid,0.0
lipid,troponin,0.0
lipid,kidney,0.0
lipid,urinalysis,0.0
lipid,function,0.0
lipid,culture,0.0
lipid,coagulation,0.0
lipid,gas,0.0
lipid,analysis,0.0
lipid,complete,0.0
blood,liver,0.0
blood,bilirubin,0.0
blood,electrolyte,0.0
blood,lipid,0.0
blood,blood,0.99999994
blood,lactic,0.0
blood,acid,0.085930206
blood,troponin,0.0
blood,kidney,0.0
blood,urinalysis,0.0
blood,function,0.0
blood,culture,-0.029119136
blood,coagulation,0.0
blood,gas,0.0
blood,analysis,0.0
blood,complete,-0.0018271826
lactic,liver,0.0
lactic,bilirubin,0.0
lactic,electrolyte,0.0
lactic,lipid,0.0
lactic,blood,0.0
lactic,lactic,0.0
lactic,acid,0.0
lactic,troponin,0.0
lactic,kidney,0.0
lactic,urinalysis,0.0
lactic,function,0.0
lactic,culture,0.0
lactic,coagulation,0.0
lactic,gas,0.0
lactic,analysis,0.0
lactic,complete,0.0
acid,liver,0.0
acid,bilirubin,0.0
acid,electrolyte,0.0
acid,lipid,0.0
acid,blood,0.085930206
acid,lactic,0.0
acid,acid,0.99999994
acid,troponin,0.0
acid,kidney,0.0
acid,urinalysis,0.0
acid,function,0.0
acid,culture,-0.082910664
acid,coagulation,0.0
acid,gas,0.0
acid,analysis,0.0
acid,complete,-0.023666041
troponin,liver,0.0
troponin,bilirubin,0.0
troponin,electrolyte,0.0
troponin,lipid,0.0
troponin,blood,0.0
troponin,lactic,0.0
troponin,acid,0.0
troponin,troponin,0.0
troponin,kidney,0.0
troponin,urinalysis,0.0
troponin,function,0.0
troponin,culture,0.0
troponin,coagulation,0.0
troponin,gas,0.0
troponin,analysis,0.0
troponin,complete,0.0
kidney,liver,0.0
kidney,bilirubin,0.0
kidney,electrolyte,0.0
kidney,lipid,0.0
kidney,blood,0.0
kidney,lactic,0.0
kidney,acid,0.0
kidney,troponin,0.0
kidney,kidney,0.0
kidney,urinalysis,0.0
kidney,function,0.0
kidney,culture,0.0
kidney,coagulation,0.0
kidney,gas,0.0
kidney,analysis,0.0
kidney,complete,0.0
urinalysis,liver,0.0
urinalysis,bilirubin,0.0
urinalysis,electrolyte,0.0
urinalysis,lipid,0.0
urinalysis,blood,0.0
urinalysis,lactic,0.0
urinalysis,acid,0.0
urinalysis,troponin,0.0
urinalysis,kidney,0.0
urinalysis,urinalysis,0.0
urinalysis,function,0.0
urinalysis,culture,0.0
urinalysis,coagulation,0.0
urinalysis,gas,0.0
urinalysis,analysis,0.0
urinalysis,complete,0.0
function,liver,0.0
function,bilirubin,0.0
function,electrolyte,0.0
function,lipid,0.0
function,blood,0.0
function,lactic,0.0
function,acid,0.0
function,troponin,0.0
function,kidney,0.0
function,urinalysis,0.0
function,function,0.0
function,culture,0.0
function,coagulation,0.0
function,gas,0.0
function,analysis,0.0
function,complete,0.0
culture,liver,0.0
culture,bilirubin,0.0
culture,electrolyte,0.0
culture,lipid,0.0
culture,blood,-0.029119136
culture,lactic,0.0
culture,acid,-0.082910664
culture,troponin,0.0
culture,kidney,0.0
culture,urinalysis,0.0
culture,function,0.0
culture,culture,0.99999994
culture,coagulation,0.0
culture,gas,0.0
culture,analysis,0.0
culture,complete,0.00284099
coagulation,liver,0.0
coagulation,bilirubin,0.0
coagulation,electrolyte,0.0
coagulation,lipid,0.0
coagulation,blood,0.0
coagulation,lactic,0.0
coagulation,acid,0.0
coagulation,troponin,0.0
coagulation,kidney,0.0
coagulation,urinalysis,0.0
coagulation,function,0.0
coagulation,culture,0.0
coagulation,coagulation,0.0
coagulation,gas,0.0
coagulation,analysis,0.0
coagulation,complete,0.0
gas,liver,0.0
gas,bilirubin,0.0
gas,electrolyte,0.0
gas,lipid,0.0
gas,blood,0.0
gas,lactic,0.0
gas,acid,0.0
gas,troponin,0.0
gas,kidney,0.0
gas,urinalysis,0.0
gas,function,0.0
gas,culture,0.0
gas,coagulation,0.0
gas,gas,0.0
gas,analysis,0.0
gas,complete,0.0
analysis,liver,0.0
analysis,bilirubin,0.0
analysis,electrolyte,0.0
analysis,lipid,0.0
analysis,blood,0.0
analysis,lactic,0.0
analysis,acid,0.0
analysis,troponin,0.0
analysis,kidney,0.0
analysis,urinalysis,0.0
analysis,function,0.0
analysis,culture,0.0
analysis,coagulation,0.0
analysis,gas,0.0
analysis,analysis,0.0
analysis,complete,0.0
complete,liver,0.0
complete,bilirubin,0.0
complete,electrolyte,0.0
complete,lipid,0.0
complete,blood,-0.0018271826
complete,lactic,0.0
complete,acid,-0.023666041
complete,troponin,0.0
complete,kidney,0.0
complete,urinalysis,0.0
complete,function,0.0
complete,culture,0.00284099
complete,coagulation,0.0
complete,gas,0.0
complete,analysis,0.0
complete,complete,0.9999999
myocardial,lisinopril,0.0
myocardial,acetaminophen,0.0
myocardial,aspirin,0.0
myocardial,warfarin,0.0
myocardial,clopidogrel,0.0
myocardial,metformin,0.0
myocardial,furosemide,0.0
myocardial,morphine,0.0
myocardial,simvastatin,0.0
myocardial,ciprofloxacin,0.0
myocardial,insulin,0.0
pneumonia,lisinopril,0.0
pneumonia,acetaminophen,0.0
pneumonia,aspirin,0.0
pneumonia,warfarin,0.0
pneumonia,clopidogrel,0.0
pneumonia,metformin,0.0
pneumonia,furosemide,0.0
pneumonia,morphine,0.0
pneumonia,simvastatin,0.0
pneumonia,ciprofloxacin,0.0
pneumonia,insulin,0.0
schizophrenia,lisinopril,0.0
schizophrenia,acetaminophen,0.0
schizophrenia,aspirin,0.0
schizophrenia,warfarin,0.0
schizophrenia,clopidogrel,0.0
schizophrenia,metformin,0.0
schizophrenia,furosemide,0.0
schizophrenia,morphine,0.0
schizophrenia,simvastatin,0.0
schizophrenia,ciprofloxacin,0.0
schizophrenia,insulin,0.0
heart,lisinopril,0.0
heart,acetaminophen,0.0
heart,aspirin,0.0
heart,warfarin,0.0
heart,clopidogrel,0.0
heart,metformin,0.0
heart,furosemide,0.0
heart,morphine,0.0
heart,simvastatin,0.0
heart,ciprofloxacin,0.0
heart,insulin,0.0
alzheimer,lisinopril,0.0
alzheimer,acetaminophen,0.0
alzheimer,aspirin,0.0
alzheimer,warfarin,0.0
alzheimer,clopidogrel,0.0
alzheimer,metformin,0.0
alzheimer,furosemide,0.0
alzheimer,morphine,0.0
alzheimer,simvastatin,0.0
alzheimer,ciprofloxacin,0.0
alzheimer,insulin,0.0
disease,lisinopril,0.0
disease,acetaminophen,0.0
disease,aspirin,0.0
disease,warfarin,0.0
disease,clopidogrel,0.0
disease,metformin,0.0
disease,furosemide,0.0
disease,morphine,0.0
disease,simvastatin,0.0
disease,ciprofloxacin,0.0
disease,insulin,0.0
tuberculosis,lisinopril,0.0
tuberculosis,acetaminophen,0.0
tuberculosis,aspirin,0.0
tuberculosis,warfarin,0.0
tuberculosis,clopidogrel,0.0
tuberculosis,metformin,0.0
tuberculosis,furosemide,0.0
tuberculosis,morphine,0.0
tuberculosis,simvastatin,0.0
tuberculosis,ciprofloxacin,0.0
tuberculosis,insulin,0.0
stroke,lisinopril,0.0
stroke,acetaminophen,0.0
stroke,aspirin,0.0
stroke,warfarin,0.0
stroke,clopidogrel,0.0
stroke,metformin,0.0
stroke,furosemide,0.0
stroke,morphine,0.0
stroke,simvastatin,0.0
stroke,ciprofloxacin,0.0
stroke,insulin,0.0
asthma,lisinopril,0.0
asthma,acetaminophen,0.0
asthma,aspirin,0.0
asthma,warfarin,0.0
asthma,clopidogrel,0.0
asthma,metformin,0.0
asthma,furosemide,0.0
asthma,morphine,0.0
asthma,simvastatin,0.0
asthma,ciprofloxacin,0.0
asthma,insulin,0.0
leukemia,lisinopril,0.0
leukemia,acetaminophen,0.0
leukemia,aspirin,0.0
leukemia,warfarin,0.0
leukemia,clopidogrel,0.0
leukemia,metformin,0.0
leukemia,furosemide,0.0
leukemia,morphine,0.0
leukemia,simvastatin,0.0
leukemia,ciprofloxacin,0.0
leukemia,insulin,0.0
myocardial,ventilation,0.0
myocardial,pacemaker,0.0
myocardial,lumbar,0.0
myocardial,intubation,0.0
myocardial,surgery,0.0
myocardial,ultrasound,0.0
myocardial,scan,0.0
myocardial,puncture,0.0
myocardial,appendectomy,0.0
myocardial,bypass,0.0
myocardial,tracheostomy,0.0
myocardial,hysterectomy,0.0
myocardial,dialysis,0.0
pneumonia,ventilation,0.0
pneumonia,pacemaker,0.0
pneumonia,lumbar,0.0
pneumonia,intubation,0.0
pneumonia,surgery,0.0
pneumonia,ultrasound,0.0
pneumonia,scan,0.0
pneumonia,puncture,0.0
pneumonia,appendectomy,0.0
pneumonia,bypass,0.0
pneumonia,tracheostomy,0.0
pneumonia,hysterectomy,0.0
pneumonia,dialysis,0.0
schizophrenia,ventilation,0.0
schizophrenia,pacemaker,0.0
schizophrenia,lumbar,0.0
schizophrenia,intubation,0.0
schizophrenia,surgery,0.0
schizophrenia,ultrasound,0.0
schizophrenia,scan,0.0
schizophrenia,puncture,0.0
schizophrenia,appendectomy,0.0
schizophrenia,bypass,0.0
schizophrenia,tracheostomy,0.0
schizophrenia,hysterectomy,0.0
schizophrenia,dialysis,0.0
heart,ventilation,0.0
heart,pacemaker,0.0
heart,lumbar,0.0
heart,intubation,0.0
heart,surgery,0.0
heart,ultrasound,0.0
heart,scan,0.0
heart,puncture,0.0
heart,appendectomy,0.0
heart,bypass,0.0
heart,tracheostomy,0.0
heart,hysterectomy,0.0
heart,dialysis,0.0
alzheimer,ventilation,0.0
alzheimer,pacemaker,0.0
alzheimer,lumbar,0.0
alzheimer,intubation,0.0
alzheimer,surgery,0.0
alzheimer,ultrasound,0.0
alzheimer,scan,0.0
alzheimer,puncture,0.0
alzheimer,appendectomy,0.0
alzheimer,bypass,0.0
alzheimer,tracheostomy,0.0
alzheimer,hysterectomy,0.0
alzheimer,dialysis,0.0
disease,ventilation,0.0
disease,pacemaker,0.0
disease,lumbar,0.0
disease,intubation,0.0
disease,surgery,0.0
disease,ultrasound,0.0
disease,scan,0.0
disease,puncture,0.0
disease,appendectomy,0.0
disease,bypass,0.0
disease,tracheostomy,0.0
disease,hysterectomy,0.0
disease,dialysis,0.0
tuberculosis,ventilation,0.0
tuberculosis,pacemaker,0.0
tuberculosis,lumbar,0.0
tuberculosis,intubation,0.0
tuberculosis,surgery,0.0
tuberculosis,ultrasound,0.0
tuberculosis,scan,0.0
tuberculosis,puncture,0.0
tuberculosis,appendectomy,0.0
tuberculosis,bypass,0.0
tuberculosis,tracheostomy,0.0
tuberculosis,hysterectomy,0.0
tuberculosis,dialysis,0.0
stroke,ventilation,0.0
stroke,pacemaker,0.0
stroke,lumbar,0.0
stroke,intubation,0.0
stroke,surgery,0.0
stroke,ultrasound,0.0
stroke,scan,0.0
stroke,puncture,0.0
stroke,appendectomy,0.0
stroke,bypass,0.0
stroke,tracheostomy,0.0
stroke,hysterectomy,0.0
stroke,dialysis,0.0
asthma,ventilation,0.0
asthma,pacemaker,0.0
asthma,lumbar,0.0
asthma,intubation,0.0
asthma,surgery,0.0
asthma,ultrasound,0.0
asthma,scan,0.0
asthma,puncture,0.0
asthma,appendectomy,0.0
asthma,bypass,0.0
asthma,tracheostomy,0.0
asthma,hysterectomy,0.0
asthma,dialysis,0.0
leukemia,ventilation,0.0
leukemia,pacemaker,0.0
leukemia,lumbar,0.0
leukemia,intubation,0.0
leukemia,surgery,0.0
leukemia,ultrasound,0.0
leukemia,scan,0.0
leukemia,puncture,0.0
leukemia,appendectomy,0.0
leukemia,bypass,0.0
leukemia,tracheostomy,0.0
leukemia,hysterectomy,0.0
leukemia,dialysis,0.0
myocardial,liver,0.0
myocardial,bilirubin,0.0
myocardial,electrolyte,0.0
myocardial,lipid,0.0
myocardial,blood,0.0
myocardial,lactic,0.0
myocardial,acid,0.0
myocardial,troponin,0.0
myocardial,kidney,0.0
myocardial,urinalysis,0.0
myocardial,function,0.0
myocardial,culture,0.0
myocardial,coagulation,0.0
myocardial,gas,0.0
myocardial,analysis,0.0
myocardial,complete,0.0
pneumonia,liver,0.0
pneumonia,bilirubin,0.0
pneumonia,electrolyte,0.0
pneumonia,lipid,0.0
pneumonia,blood,0.0
pneumonia,lactic,0.0
pneumonia,acid,0.0
pneumonia,troponin,0.0
pneumonia,kidney,0.0
pneumonia,urinalysis,0.0
pneumonia,function,0.0
pneumonia,culture,0.0
pneumonia,coagulation,0.0
pneumonia,gas,0.0
pneumonia,analysis,0.0
pneumonia,complete,0.0
schizophrenia,liver,0.0
schizophrenia,bilirubin,0.0
schizophrenia,electrolyte,0.0
schizophrenia,lipid,0.0
schizophrenia,blood,0.0
schizophrenia,lactic,0.0
schizophrenia,acid,0.0
schizophrenia,troponin,0.0
schizophrenia,kidney,0.0
schizophrenia,urinalysis,0.0
schizophrenia,function,0.0
schizophrenia,culture,0.0
schizophrenia,coagulation,0.0
schizophrenia,gas,0.0
schizophrenia,analysis,0.0
schizophrenia,complete,0.0
heart,liver,0.0
heart,bilirubin,0.0
heart,electrolyte,0.0
heart,lipid,0.0
heart,blood,0.0
heart,lactic,0.0
heart,acid,0.0
heart,troponin,0.0
heart,kidney,0.0
heart,urinalysis,0.0
heart,function,0.0
heart,culture,0.0
heart,coagulation,0.0
heart,gas,0.0
heart,analysis,0.0
heart,complete,0.0
alzheimer,liver,0.0
alzheimer,bilirubin,0.0
alzheimer,electrolyte,0.0
alzheimer,lipid,0.0
alzheimer,blood,0.0
alzheimer,lactic,0.0
alzheimer,acid,0.0
alzheimer,troponin,0.0
alzheimer,kidney,0.0
alzheimer,urinalysis,0.0
alzheimer,function,0.0
alzheimer,culture,0.0
alzheimer,coagulation,0.0
alzheimer,gas,0.0
alzheimer,analysis,0.0
alzheimer,complete,0.0
disease,liver,0.0
disease,bilirubin,0.0
disease,electrolyte,0.0
disease,lipid,0.0
disease,blood,0.0
disease,lactic,0.0
disease,acid,0.0
disease,troponin,0.0
disease,kidney,0.0
disease,urinalysis,0.0
disease,function,0.0
disease,culture,0.0
disease,coagulation,0.0
disease,gas,0.0
disease,analysis,0.0
disease,complete,0.0
tuberculosis,liver,0.0
tuberculosis,bilirubin,0.0
tuberculosis,electrolyte,0.0
tuberculosis,lipid,0.0
tuberculosis,blood,0.0
tuberculosis,lactic,0.0
tuberculosis,acid,0.0
tuberculosis,troponin,0.0
tuberculosis,kidney,0.0
tuberculosis,urinalysis,0.0
tuberculosis,function,0.0
tuberculosis,culture,0.0
tuberculosis,coagulation,0.0
tuberculosis,gas,0.0
tuberculosis,analysis,0.0
tuberculosis,complete,0.0
stroke,liver,0.0
stroke,bilirubin,0.0
stroke,electrolyte,0.0
stroke,lipid,0.0
stroke,blood,0.0
stroke,lactic,0.0
stroke,acid,0.0
stroke,troponin,0.0
stroke,kidney,0.0
stroke,urinalysis,0.0
stroke,function,0.0
stroke,culture,0.0
stroke,coagulation,0.0
stroke,gas,0.0
stroke,analysis,0.0
stroke,complete,0.0
asthma,liver,0.0
asthma,bilirubin,0.0
asthma,electrolyte,0.0
asthma,lipid,0.0
asthma,blood,0.0
